"clusterName","Location","cifsServerName","cifsShareName","cifsSharePath","cifsShareComments","hostingVolume","hostingVolumeUsedSize(GB)"
"snowy","Sydney","snowySVM053","FMASHARE","/vol/snowySVM053_vol003/FMASHARE",,"snowySVM053_vol003","10143"
"snowy","Sydney","snowySVM060","CBLEGAL","/snowySVM060_vol004/legacydata4/CBLEGAL",,"snowySVM060_vol004","4253"
"snowy","Sydney","snowySVM068","Credit Risk Pulse Survey","/snowySVM068_vol001/GroupData/Credit Risk Pulse Survey",,"snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM068","LoanIQ_Upgrade","/snowySVM068_vol001/GroupData/LoanIQ_Upgrade","INC000017967104_LoanIQ_Upgrade","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM067","Sharedsw","/snowySVM067_vol002/LegacyData2/Sharedsw",,"snowySVM067_vol002","14196"
"snowy","Sydney","snowySVM069","BBSW and NCD Issuance Program","/snowySVM069_vol001/GroupData/BBSW and NCD Issuance Program","INC000016321042_BBSW and NCD Issuance Program","snowySVM069_vol001","342"
"snowy","Sydney","snowySVM065","home.test","/snowySVM065_vol003/home.test",,"snowySVM065_vol003","9"
"snowy","Sydney","snowySVM068","MMP_Vic","/snowySVM068_vol001/GroupData/MMP Vic",,"snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM068","WestConnex - Stage 1 & 2","/snowySVM068_vol001/GroupData/WestConnex - Stage 1 & 2",,"snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM068","xenappprof$","/snowySVM068_vol002/xenappprofile","INC000018065816_xenappprof$","snowySVM068_vol002","8"
"snowy","Sydney","snowySVM051","snowySVM051_vol002","/vol/snowySVM051_vol002",,"snowySVM051_vol002","2056"
"snowy","Sydney","snowySVM053","GroupOperationsGroupdataU104","/vol/snowySVM053_vol002/GroupOperationsGroupdataU104",,"snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM060","Legacy Data Share 4","/snowySVM060_vol004/legacydata4",,"snowySVM060_vol004","4253"
"snowy","Sydney","snowySVM050","RBB - Metro NSW","/vol/snowySVM050_vol002/GroupData/RBB - Metro NSW","INC000018646889_RBB - Metro NSW","snowySVM050_vol002","1246"
"snowy","Sydney","snowySVM068","Project Krishna","/snowySVM068_vol001/GroupData/Project Krishna","INC000017682855_Project Krishna","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM068","Accenture","/snowySVM068_vol001/GroupData/Accenture","INC000018146423_Accenture","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM062","SERV_OPS","/snowySVM062_vol001/groupdata/Corporate/SERV_OPS",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM053","GroupOperationsHomeU104Link5","/vol/snowySVM053_vol001/GroupOperationsHomeU104Link5",,"snowySVM053_vol001","7377"
"snowy","Sydney","snowySVM055","Governance Risk and Control","/snowySVM055_vol004/GroupData/Governance Risk and Control","INC000018098489_Governance Risk and Control","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM067","loaniq","/snowySVM067_vol005/LegacyData5/loaniq","loaniq","snowySVM067_vol005","17391"
"snowy","Sydney","snowySVM068","2017 Grad and Intern","/snowySVM068_vol001/GroupData/2017 Grad and Intern","INC000015069416_2017 Grad and Intern","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM067","FMS","/snowySVM067_vol001/LegacyData1/FMS","FMS","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM055","Specialist Finance Architecture Documentation","/snowySVM055_vol004/GroupData/Specialist Finance Architecture Documentation","INC000017678638_Specialist Finance Architecture Documentation","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM062","GroupData1","/snowySVM062_vol002/groupdata",,"snowySVM062_vol002","24215"
"snowy","Sydney","snowySVM067","DevelopGS","/snowySVM067_vol002/LegacyData2/DevelopGS",,"snowySVM067_vol002","14196"
"snowy","Sydney","snowySVM050","ZerellaLenton Partnership","/vol/snowySVM050_vol002/GroupData/ZerellaLenton Partnership","INC000019575549_ZerellaLenton Partnership","snowySVM050_vol002","1246"
"snowy","Sydney","snowySVM068","TASF Restricted Project Folder","/snowySVM068_vol001/GroupData/TASF Restricted Project Folder","INC000014623488_TASF_Restricted_Project_Folder","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM068","Credit_Restructuring","/snowySVM068_vol001/GroupData/Credit Restructuring",,"snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM068","Hastings Funds Management Retained Electronic Records","/snowySVM068_vol003/Hastings Funds Management Retained Electronic Records","INC000018337616_Hastings Funds Management Retained Electronic Records","snowySVM068_vol003","1799"
"snowy","Sydney","snowySVM055","Axiom NAS Prod","/snowySVM055_vol002/GroupData/Axiom NAS Prod","INC000018991460_Axiom NAS Prod","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM055","CIOBBOffice","/snowySVM055_vol002/GroupData/CIOBBOffice",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM067","dss","/snowySVM067_vol001/LegacyData1/dss","dss","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM060","LM","/snowySVM060_vol006/groupdata/LM",,"snowySVM060_vol006","24779"
"snowy","Sydney","snowySVM052","ContactCentresProfileU104Link9","/vol/snowySVM052_vol001/ContactCentresProfileU104Link9",,"snowySVM052_vol001","622"
"snowy","Sydney","snowySVM062","BTSS Finance","/snowySVM062_vol001/groupdata/Corporate/BTSS Finance",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM067","PRBFINPLAN","/snowySVM067_vol001/LegacyData1/PRBFINPLAN","PRBFINPLAN","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM067","CustData","/snowySVM067_vol003/CustData","Custdata","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM050","Auto Finance Credit","/vol/snowySVM050_vol003/Auto Finance Credit","INC000018267596_Auto Finance Credit","snowySVM050_vol003","19"
"snowy","Sydney","snowySVM053","LRT 275 Kent Street","/vol/snowySVM053_vol002/GroupData/LRT 275 Kent Street",,"snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM064","corporate","/snowySVM064_vol002/grpdata/corporate",,"snowySVM064_vol002","83"
"snowy","Sydney","snowySVM068","snowySVM068_vol003","/snowySVM068_vol003",,"snowySVM068_vol003","1799"
"snowy","Sydney","snowySVM068","GTS Admin","/snowySVM068_vol001/GroupData/GTS Admin","INC000016227689_GTS Admin","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM067","WEP","/snowySVM067_vol003/LegacyData3/WEP","WEP","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM060","bcbalgng","/snowySVM060_vol001/legacydata1/bcbalgng",,"snowySVM060_vol001","19701"
"snowy","Sydney","snowySVM060","MRKTRISK","/snowySVM060_vol004/legacydata4/MRKTRISK",,"snowySVM060_vol004","4253"
"snowy","Sydney","snowySVM067","NWTINF","/snowySVM067_vol005/NWTINF","NWTINF","snowySVM067_vol005","17391"
"snowy","Sydney","snowySVM050","RetailProfileU104Link7","/vol/snowySVM050_vol001/RetailProfileU104Link7",,"snowySVM050_vol001","7857"
"snowy","Sydney","snowySVM068","MiFID_II","/snowySVM068_vol001/GroupData/MiFID II",,"snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM055","Crestron AirMedia","/snowySVM055_vol004/GroupData/Crestron AirMedia","INC000018517762_Crestron AirMedia","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM055","EISRA","/snowySVM055_vol002/GroupData/EISRA","INC000016301187_EISRA","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM060","EPO_&_CFO_BTSS","/snowySVM060_vol002/legacydata2/EPO_&_CFO_BTSS",,"snowySVM060_vol002","6630"
"snowy","Sydney","snowySVM067","DOCSDATA$","/snowySVM067_vol005/LegacyData5/DOCSDATA$","DOCSDATA$","snowySVM067_vol005","17391"
"snowy","Sydney","snowySVM055","Operational Excellence","/snowySVM055_vol002/GroupData/Operational Excellence","INC000015406790_Operational Excellence","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM051","Sales&ServiceHomeU104Link9","/vol/snowySVM051_vol001/Sales&ServiceHomeU104Link9",,"snowySVM051_vol001","4786"
"snowy","Sydney","snowySVM055","DL APS 221 Large Exposure Support","/snowySVM055_vol004/GroupData/DL APS 221 Large Exposure Support","INC000019031673_DL APS 221 Large Exposure Support","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM067","PRBMARKET","/snowySVM067_vol001/LegacyData1/PRBMARKET","PRBMARKET","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM067","PRBHR","/snowySVM067_vol001/LegacyData1/PRBHR","PRBHR","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM060","WONDERWALL","/snowySVM060_vol005/legacydata5/WONDERWALL",,"snowySVM060_vol005","10394"
"snowy","Sydney","snowySVM060","NZDAccnt","/snowySVM060_vol004/legacydata4/NZDAccnt",,"snowySVM060_vol004","4253"
"snowy","Sydney","snowySVM060","GENMGR","/snowySVM060_vol003/legacydata3/GENMGR",,"snowySVM060_vol003","10545"
"snowy","Sydney","snowySVM055","DPS","/snowySVM055_vol002/GroupData/DPS","INC000015756542_DPS","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM067","Econx","/snowySVM067_vol003/LegacyData3/Econx","Econx","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM101","km_np0002_group1_sv","/km_np0002_group1_sv",,"km_np0002_group1_sv",
"snowy","Sydney","snowySVM062","Finance Strategy","/snowySVM062_vol001/groupdata/Corporate/Finance Strategy",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM067","iropt","/snowySVM067_vol003/LegacyData3/iropt","iropt","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM067","BWR","/snowySVM067_vol004/BWR","BWR","snowySVM067_vol004","24973"
"snowy","Sydney","snowySVM050","snowySVM050_vol001","/vol/snowySVM050_vol001",,"snowySVM050_vol001","7857"
"snowy","Sydney","snowySVM060","IBGOPT","/snowySVM060_vol004/legacydata4/IBGOPT",,"snowySVM060_vol004","4253"
"snowy","Sydney","snowySVM055","SAA to AMH Migration project","/snowySVM055_vol002/GroupData/SAA to AMH Migration project","INC000016785953_SAA to AMH Migration project","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM060","Appdata","/snowySVM060_vol006/groupdata/Appdata",,"snowySVM060_vol006","24779"
"snowy","Sydney","snowySVM064","ceo_exec","/snowySVM064_vol002/grpdata/corporate/ceo_exec","ceo_exec","snowySVM064_vol002","83"
"snowy","Sydney","snowySVM067","Common2","/snowySVM067_vol001/Common2","COMMON2","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM067","Wealth Finance Accounting Operations","/snowySVM067_vol001/LegacyData1/Wealth Finance Accounting Operations","Wealth Finance Accounting Operations","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM067","P&O PMO Project Governance","/snowySVM067_vol005/LegacyData5/P&O PMO Project Governance","P&O PMO Project Governance","snowySVM067_vol005","17391"
"snowy","Sydney","snowySVM055","Project Venn","/snowySVM055_vol002/GroupData/Project Venn",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM058","DFS_Client_Users_Retail_WA_SG2$","/snowySVM058_vol001/FileSrv/Users/Retail/WA/SG2",,"snowySVM058_vol001","6728"
"snowy","Sydney","snowySVM060","GOVTNSW","/snowySVM060_vol003/legacydata3/GOVTNSW",,"snowySVM060_vol003","10545"
"snowy","Sydney","snowySVM055","FRAT","/snowySVM055_vol002/GroupData/FRAT",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM075","np0019_profiles2","/snowySVM075_vol005",,"snowySVM075_vol005","348"
"snowy","Sydney","snowySVM060","HR","/snowySVM060_vol003/legacydata3/HR",,"snowySVM060_vol003","10545"
"snowy","Sydney","snowySVM055","Tara McKnight","/snowySVM055_vol002/GroupData/Tara McKnight","INC000013582924 Westpac Next strategy documents and presentations","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM067","WFS","/snowySVM067_vol001/LegacyData1/WFS","WFS","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM067","ISGProjects","/snowySVM067_vol002/legacydata2/ISG/ISGProjects","\\snowySVM024\ISG\ISGProjects","snowySVM067_vol002","14196"
"snowy","Sydney","snowySVM062","Appdata","/snowySVM062_vol002/groupdata/Corporate2/Appdata",,"snowySVM062_vol002","24215"
"snowy","Sydney","snowySVM060","BCB","/snowySVM060_vol001/legacydata1/BCB",,"snowySVM060_vol001","19701"
"snowy","Sydney","snowySVM077","Superannuation","/snowySVM077_vol001/LegacyData1/Superannuation","Superannuation","snowySVM077_vol001","1664"
"snowy","Sydney","snowySVM063","np0023_home2_dr","/snowySVM063_vol002",,"snowySVM063_vol002","23338"
"snowy","Sydney","snowySVM068","LCIR Industry","/snowySVM068_vol001/GroupData/LCIR Industry","INC000015279897_LCIR Industry","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM056","SOVSTGP","/snowySVM056_SOVP",,"snowySVM056_SOVP","7472"
"snowy","Sydney","snowySVM060","CustDeliv","/snowySVM060_vol004/legacydata4/CustDeliv",,"snowySVM060_vol004","4253"
"snowy","Sydney","snowySVM100","np0011_home1_sv","/np0011_home1_sv",,"np0011_home1_sv","7079"
"snowy","Sydney","snowySVM060","FILES","/snowySVM060_vol002/legacydata2/FILES",,"snowySVM060_vol002","6630"
"snowy","Sydney","snowySVM067","Compliance Projects","/snowySVM067_vol003/LegacyData3/Compliance Projects","Compliance Projects","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM062","OPRISK","/snowySVM062_vol001/groupdata/Corporate/OPRISK",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM060","Tech Risk LT drive","/snowySVM060_vol006/groupdata/Tech Risk LT drive",,"snowySVM060_vol006","24779"
"snowy","Sydney","snowySVM068","Restricted Melbourne Institute data","/snowySVM068_vol001/GroupData/Restricted Melbourne Institute data","INC000018492972_Restricted Melbourne Institute data","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM052","ContactCentresHomeU104Link3","/vol/snowySVM052_vol001/ContactCentresHomeU104Link3",,"snowySVM052_vol001","622"
"snowy","Sydney","snowySVM058","DFS_Client_Users_Retail_WA_SG3$","/snowySVM058_vol001/FileSrv/Users/Retail/WA/SG3",,"snowySVM058_vol001","6728"
"snowy","Sydney","snowySVM067","np0024_group2_dr","/snowySVM067_vol002",,"snowySVM067_vol002","14196"
"snowy","Sydney","snowySVM055","L113458","/snowySVM055_vol004/GroupData/L113458","INC000018251414_L113458","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM056","HS_001","/snowySVM056_HS_001",,"snowySVM056_HS_001","58"
"snowy","Sydney","snowySVM075","np0019_home1","/snowySVM075_vol002",,"snowySVM075_vol002","5036"
"snowy","Sydney","snowySVM067","files","/snowySVM067_vol002/LegacyData2/files",,"snowySVM067_vol002","14196"
"snowy","Sydney","snowySVM058","DFS_Client_Users_Retail_TAS_SG1$","/snowySVM058_vol001/FileSrv/Users/Retail/TAS/SG1",,"snowySVM058_vol001","6728"
"snowy","Sydney","snowySVM062","Corporate","/snowySVM062_vol001/groupdata/Corporate",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM062","GBIS","/snowySVM062_vol001/groupdata/Corporate/GBIS",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM068","WIBVICSecondmentProgram","/snowySVM068_vol001/GroupData/WIBVICSecondmentProgram",,"snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM055","ITSD Team 5 Projects","/snowySVM055_vol004/GroupData/ITSD Team 5 Projects","INC000017316312_ITSD Team 5 Projects","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM068","Nice IPC DB Archive","/snowySVM068_vol004/Nice IPC DB Archive","INC000019479180_Nice IPC DB Archive","snowySVM068_vol004","0"
"snowy","Sydney","snowySVM050","RetailProfileU104Link3","/vol/snowySVM050_vol001/RetailProfileU104Link3",,"snowySVM050_vol001","7857"
"snowy","Sydney","snowySVM068","xenapphome$","/snowySVM068_vol002/xenapphome","INC000018114669_xenapphome$","snowySVM068_vol002","8"
"snowy","Sydney","snowySVM067","Debtsec","/snowySVM067_vol003/LegacyData3/Debtsec","Debtsec","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM066","RetailCredit","/snowySVM066_vol001/RetailCredit",,"snowySVM066_vol001","57517"
"snowy","Sydney","snowySVM060","Project Dakota","/snowySVM060_vol006/groupdata/Infrautilities_Shared/Project Dakota",,"snowySVM060_vol006","24779"
"snowy","Sydney","snowySVM053","SMSF Administration Genpact","/vol/snowySVM053_vol002/GroupData/SMSF Administration Genpact","INC000019096340_SMSF Administration Genpact","snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM067","asset-risk","/snowySVM067_vol001/asset-risk","asset-risk","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM077","BCPworkaroundfiles","/snowySVM077_vol002/GroupData/BCPworkaroundfiles","BCPworkaroundfiles","snowySVM077_vol002","16853"
"snowy","Sydney","snowySVM068","Technical APS 221 Large Exposure","/snowySVM068_vol001/GroupData/Technical APS 221 Large Exposure","INC000017911615_Technical APS 221 Large Exposure","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM060","Groupdata","/snowySVM060_vol006/groupdata",,"snowySVM060_vol006","24779"
"snowy","Sydney","snowySVM060","1BP Refresh","/snowySVM060_vol006/groupdata/1BP Refresh",,"snowySVM060_vol006","24779"
"snowy","Sydney","snowySVM093","MFRDRS","/snowySVM093_MFRDRS",,"snowySVM093_MFRDRS","3"
"snowy","Sydney","snowySVM055","PAM-Mainframe Project Documents","/snowySVM055_vol004/GroupData/PAM-Mainframe Project Documents","INC000018572271_PAM-Mainframe Project Documents","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM053","HOS Regulatory Change","/vol/snowySVM053_vol002/GroupData/HOS Regulatory Change",,"snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM067","UserAdmin","/snowySVM067_vol001/LegacyData1/UserAdmin","UserAdmin","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM060","JAPASIA","/snowySVM060_vol003/legacydata3/JAPASIA",,"snowySVM060_vol003","10545"
"snowy","Sydney","snowySVM055","IS&BI_Analytics","/snowySVM055_vol002/GroupData/IS&BI_Analytics","INC000015039624_IS&BI_Analytics","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM055","snowySVM055_vol005","/snowySVM055_vol005",,"snowySVM055_vol005","60"
"snowy","Sydney","snowySVM058","DFS_Client_Users_Retail_NT_SG2$","/snowySVM058_vol001/FileSrv/Users/Retail/NT/SG2",,"snowySVM058_vol001","6728"
"snowy","Sydney","snowySVM062","P&P","/snowySVM062_vol001/groupdata/Corporate/P&P",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM055","CorpITProfileU104Link5","/snowySVM055_vol001/CorpITProfileU104Link5",,"snowySVM055_vol001","52459"
"snowy","Sydney","snowySVM067","np0024_group4_dr","/snowySVM067_vol004",,"snowySVM067_vol004","24973"
"snowy","Sydney","snowySVM062","np0002_group2_dr","/snowySVM062_vol002",,"snowySVM062_vol002","24215"
"snowy","Sydney","snowySVM060","SLS","/snowySVM060_vol006/groupdata/Appdata",,"snowySVM060_vol006","24779"
"snowy","Sydney","snowySVM053","GroupOperationsHomeU104Link1","/vol/snowySVM053_vol001/GroupOperationsHomeU104Link1",,"snowySVM053_vol001","7377"
"snowy","Sydney","snowySVM077","FBS","/snowySVM077_vol002/GroupData/FBS","FBS","snowySVM077_vol002","16853"
"snowy","Sydney","snowySVM055","Digital_Consumer Credit Cards","/snowySVM055_vol002/GroupData/Digital_Consumer Credit Cards","INC000016319938_Digital - Consumer Credit Cards","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM063","np0023_profiles2_dr","/snowySVM063_vol004",,"snowySVM063_vol004","1318"
"snowy","Sydney","snowySVM055","IT_Change_Management","/snowySVM055_vol002/GroupData/IT Change Management",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM055","Property Reporting","/snowySVM055_vol002/GroupData/Property Reporting","INC000014844576_ Property Reporting","snowySVM055_vol002","55593"
